0.000000, 0.000000,
0.010000, 0.054386,
0.020000, 0.108696,
0.030000, 0.162856,
0.040000, 0.216789,
0.050000, 0.270421,
0.060000, 0.323677,
0.070000, 0.376484,
0.080000, 0.428768,
0.090000, 0.480456,
0.100000, 0.531477,
0.110000, 0.581760,
0.120000, 0.631235,
0.130000, 0.679833,
0.140000, 0.727486,
0.150000, 0.774129,
0.160000, 0.819697,
0.170000, 0.864127,
0.180000, 0.907356,
0.190000, 0.949325,
0.200000, 0.989975,
0.210000, 1.029250,
0.220000, 1.067095,
0.230000, 1.103459,
0.240000, 1.138289,
0.250000, 1.171539,
0.260000, 1.203161,
0.270000, 1.233112,
0.280000, 1.261351,
0.290000, 1.287837,
0.300000, 1.312535,
0.310000, 1.335409,
0.320000, 1.356429,
0.330000, 1.375564,
0.340000, 1.392789,
0.350000, 1.408080,
0.360000, 1.421414,
0.370000, 1.432774,
0.380000, 1.442144,
0.390000, 1.449511,
0.400000, 1.454865,
0.410000, 1.458198,
0.420000, 1.459505,
0.430000, 1.458785,
0.440000, 1.456039,
0.450000, 1.451271,
0.460000, 1.444487,
0.470000, 1.435696,
0.480000, 1.424911,
0.490000, 1.412147,
0.500000, 1.397421,
0.510000, 1.381386,
0.520000, 1.364685,
0.530000, 1.347326,
0.540000, 1.329317,
0.550000, 1.310668,
0.560000, 1.291386,
0.570000, 1.271483,
0.580000, 1.250966,
0.590000, 1.229846,
0.600000, 1.208133,
0.610000, 1.185837,
0.620000, 1.162970,
0.630000, 1.139542,
0.640000, 1.115565,
0.650000, 1.091050,
0.660000, 1.066009,
0.670000, 1.040455,
0.680000, 1.014398,
0.690000, 0.987853,
0.700000, 0.960831,
0.710000, 0.933346,
0.720000, 0.905411,
0.730000, 0.877040,
0.740000, 0.848245,
0.750000, 0.819042,
0.760000, 0.789444,
0.770000, 0.759465,
0.780000, 0.729121,
0.790000, 0.698424,
0.800000, 0.667391,
0.810000, 0.636037,
0.820000, 0.604375,
0.830000, 0.572422,
0.840000, 0.540194,
0.850000, 0.507705,
0.860000, 0.474971,
0.870000, 0.442008,
0.880000, 0.408832,
0.890000, 0.375459,
0.900000, 0.341905,
0.910000, 0.308186,
0.920000, 0.274318,
0.930000, 0.240318,
0.940000, 0.206203,
0.950000, 0.171988,
0.960000, 0.137690,
0.970000, 0.103325,
0.980000, 0.068911,
0.990000, 0.034464,
