0.000000, 0.000000,
1.00000e-22, 4.31672e-10,
2.00000e-22, 8.63306e-10,
3.00000e-22, 1.29486e-09,
4.00000e-22, 1.72631e-09,
5.00000e-22, 2.15760e-09,
6.00000e-22, 2.58869e-09,
7.00000e-22, 3.01956e-09,
8.00000e-22, 3.45016e-09,
9.00000e-22, 3.88046e-09,
1.00000e-21, 4.31040e-09,
1.10000e-21, 4.73997e-09,
1.20000e-21, 5.16912e-09,
1.30000e-21, 5.59781e-09,
1.40000e-21, 6.02600e-09,
1.50000e-21, 6.45365e-09,
1.60000e-21, 6.88074e-09,
1.70000e-21, 7.30721e-09,
1.80000e-21, 7.73304e-09,
1.90000e-21, 8.15817e-09,
2.00000e-21, 8.58259e-09,
2.10000e-21, 9.00624e-09,
2.20000e-21, 9.42910e-09,
2.30000e-21, 9.85111e-09,
2.40000e-21, 1.02723e-08,
2.50000e-21, 1.06925e-08,
2.60000e-21, 1.11118e-08,
2.70000e-21, 1.15301e-08,
2.80000e-21, 1.19473e-08,
2.90000e-21, 1.23636e-08,
3.00000e-21, 1.27787e-08,
3.10000e-21, 1.31927e-08,
3.20000e-21, 1.36055e-08,
3.30000e-21, 1.40171e-08,
3.40000e-21, 1.44274e-08,
3.50000e-21, 1.48365e-08,
3.60000e-21, 1.52443e-08,
3.70000e-21, 1.56507e-08,
3.80000e-21, 1.60557e-08,
3.90000e-21, 1.64593e-08,
4.00000e-21, 1.68614e-08,
4.10000e-21, 1.72621e-08,
4.20000e-21, 1.76612e-08,
4.30000e-21, 1.80587e-08,
4.40000e-21, 1.84547e-08,
4.50000e-21, 1.88490e-08,
4.60000e-21, 1.92416e-08,
4.70000e-21, 1.96325e-08,
4.80000e-21, 2.00217e-08,
4.90000e-21, 2.04091e-08,
5.00000e-21, 2.07947e-08,
5.10000e-21, 2.11785e-08,
5.20000e-21, 2.15603e-08,
5.30000e-21, 2.19403e-08,
5.40000e-21, 2.23183e-08,
5.50000e-21, 2.26943e-08,
5.60000e-21, 2.30683e-08,
5.70000e-21, 2.34403e-08,
5.80000e-21, 2.38102e-08,
5.90000e-21, 2.41779e-08,
6.00000e-21, 2.45436e-08,
6.10000e-21, 2.49070e-08,
6.20000e-21, 2.52683e-08,
6.30000e-21, 2.56273e-08,
6.40000e-21, 2.59840e-08,
6.50000e-21, 2.63384e-08,
6.60000e-21, 2.66905e-08,
6.70000e-21, 2.70402e-08,
6.80000e-21, 2.73875e-08,
6.90000e-21, 2.77324e-08,
7.00000e-21, 2.80748e-08,
7.10000e-21, 2.84147e-08,
7.20000e-21, 2.87522e-08,
7.30000e-21, 2.90870e-08,
7.40000e-21, 2.94193e-08,
7.50000e-21, 2.97490e-08,
7.60000e-21, 3.00760e-08,
7.70000e-21, 3.04003e-08,
7.80000e-21, 3.07220e-08,
7.90000e-21, 3.10409e-08,
8.00000e-21, 3.13571e-08,
8.10000e-21, 3.16705e-08,
8.20000e-21, 3.19811e-08,
8.30000e-21, 3.22889e-08,
8.40000e-21, 3.25937e-08,
8.50000e-21, 3.28957e-08,
8.60000e-21, 3.31948e-08,
8.70000e-21, 3.34909e-08,
8.80000e-21, 3.37841e-08,
8.90000e-21, 3.40742e-08,
9.00000e-21, 3.43614e-08,
9.10000e-21, 3.46455e-08,
9.20000e-21, 3.49265e-08,
9.30000e-21, 3.52044e-08,
9.40000e-21, 3.54792e-08,
9.50000e-21, 3.57508e-08,
9.60000e-21, 3.60193e-08,
9.70000e-21, 3.62845e-08,
